sample,Control_115,Control_130,Control_132,Control_133,Control_136,Control_53,Control_61,Control_62,Control_64,Control_68,Control_69,Control_70,Control_71,Control_72,Control_73,CKD_105,CKD_106,CKD_108,CKD_110,CKD_112,CKD_124,CKD_125,CKD_126,CKD_128,CKD_129,CKD_63,CKD_65,CKD_96,CKD_98,CKD_99
class,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,Control,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD,CKD
287.205/16.4,1048371.874,9669071.234,4142949.134,1999404.114,676758.6328,7330583.021,2381120.077,8367552.307,2787840.368,3442935.337,12376548.85,4020908.903,1218085.835,5310670.391,978433.9654,3378839.1,11532393.61,8023778.601,18324321.79,4434240.894,7696157.788,1557945.809,5023616.708,9719873.265,2855033.39,7062777.391,1082021.527,22175294.38,6828750.37,3032194.035
286.129/3.5,606990.7201,1435704.211,1703719.825,368781.9787,3532852.548,7632196.44,1105990.323,6745420.952,423726.17,2159482.595,330795.6471,418074.5205,501430.1027,317116.9278,425368.7202,2156123.741,1375797.645,10260341.32,1015443.439,5278103.401,1519759.004,567055.5079,35248119.17,8374975.86,8473714.018,5412912.705,3596883.687,1215844.646,2683787.056,2049506.941
262.165/3.6,2421953.897,5189709.29,2837064.249,2460736.374,1226539.07,4883129.32,6070125.927,7730292.365,2249019.202,4089005.667,9400695.311,4958643.979,2431306.109,1915706.162,2183720.116,837994.4074,2657795.143,1773621.056,6042200.405,2649418.254,4593625.463,2051305.169,2848852.889,5350829.913,2394992.941,1328398.463,1232282.534,3815073.355,2019128.909,1567377.335
235.137/9.5,122619.3521,468759.2751,641159.6151,788864.8692,363672.4022,1652104.547,855829.2968,1471984.928,215145.0187,579623.1311,589415.3391,513754.4379,2070382.32,175061.6492,603004.4784,506335.0997,1559016.426,1193149.038,5859470.775,1227517.885,893057.8699,303260.8586,2976910.099,1003843.122,508071.8691,961546.7029,414714.9377,2319241.765,1065078.363,687823.4753
248.092/11.5,1181805.949,3132599.056,979350.3513,4333030.616,1663354.301,3757195.77,3958774.843,4242946.441,906998.1705,3050289.779,1395345.047,1222531.223,2189667.805,1258014.353,1563939.039,1911895.611,7178522.461,2831651.794,3560444.334,3418523.42,2811506.854,2071771.841,4084319.296,1970302.31,3955979.905,2908391.458,442990.3065,3142928.316,3841155.811,3705571.266
305.246/2.3,1118687.277,3161435.933,655936.0896,2454837.308,1990257.889,514951.167,798308.1596,1675659.739,913262.746,1057278.96,2017028.203,49367.2933,555926.7626,1202770.978,231456.2793,1602194.91,2419704.244,1388328.901,757259.5537,1110552.924,2669777.582,468427.3354,2517888.111,1962869.323,2414219.377,2090408.193,1664393.747,2056539.614,560015.7573,2239406.676
303.127/13.4,257147.9275,221610.5339,28314.5377,707515.4266,243860.3092,1089736.696,709683.3419,666346.1809,26161.99392,896537.6213,127191.1266,197593.8784,86728.54476,6643.196982,149803.307,399406.8606,1117191.191,191753.0278,231782.6192,1405739.269,870324.5472,179482.3862,1210431.806,274773.1223,895718.1165,661867.9832,14053.50731,456911.0263,754470.8626,395746.1447
237.087/3.5,199985.8294,519640.4198,995562.173,402631.2986,326432.9071,570035.833,891273.6912,1283179.247,141484.6682,389860.9026,917089.8651,244349.4879,280849.6143,176388.1294,259107.0103,324055.6619,1227838.851,656046.2784,489815.5504,440472.4447,920489.6836,338652.9962,1005996.647,666198.5348,1076922.682,585886.6557,534107.7,726000.6922,2302266.458,383004.5603
311.205/17.4,697114.0682,5966737.859,2829037.052,1961444.327,575547.3592,11890024.37,1573927.456,4914776.014,1493481.7,1613697.416,6892383.577,2613979.477,1054454.729,3550508.519,969485.0653,1106569.152,7287318.862,5431442.78,12011892.2,3259807.657,4621706.726,1123862.239,4916587.853,10561530.98,3949380.627,4598640.183,615442.3147,20036373.94,4910339.226,3431543.188
463.201/18.2,672450.7833,893961.6264,168759.9922,425199.2093,310586.9501,1685489.74,1588335.707,671291.9159,247657.9798,1119026.846,2406109.876,617950.1039,606051.0737,584298.3315,469613.5655,144756.2955,1523829.087,1268507.003,1552660.37,369084.5215,2122015.504,904952.1771,1111617.671,2248050.202,584894.8747,1049170.95,857294.9852,1190093.414,4974858.988,1187769.028
198.059/9.3,112815.0697,336976.064,1950156.297,207178.0064,240681.9054,936127.2413,148784.9213,262600.6597,135599.1499,230165.6128,238985.2382,445048.9398,132051.2317,229914.0375,146858.8271,75740.23575,201523.6829,6172197.205,10680198.26,368829.4782,4350674.069,107673.2938,36166242.96,512237.1819,277798.9376,3845135.737,142027.0091,685991.7832,617027.0222,4278041.638
159.149/2.3,769288.5627,2317796.237,2692067.238,1590691.045,1526248.218,11598781.08,1937698.574,1644446.847,2479596.204,2506499.775,1605617.456,2875820.389,3974323.38,2661585.574,4341236.265,3255583.445,3428176.562,6820876.662,2845139.471,2603479.738,2487653.505,1235505.522,6779508.917,3640938.471,6020261.541,6508889.626,2574945.763,6518315.998,11094479.26,2650718.928
247.087/11.9,645902.9468,1285259.634,384611.5147,1680441.753,396543.8853,7002330.005,3382104.591,5039820.696,409585.4354,2686645.929,985845.6878,828700.5607,1338840.458,363938.2686,558114.054,568746.154,15735453.49,1768197.161,1751356.531,2194407.281,2960657.565,890279.358,4334403.63,1061014.487,5108282.85,1177220.541,192705.8225,7142780.738,4491660.754,7137131.95
286.201/16.4,7083392.274,61195374.72,27455617.9,13478235.51,4917713.264,49714325.63,15392933.75,53272395.28,18316340.59,23044909.29,80690402.56,26432631.11,8706779.115,34301967.21,6883183.926,22008544.68,72432789.65,51486538.58,121508316.6,28493575.58,49343856.98,10296237.59,31698713.12,61055716.23,19223202.71,44924494.31,7555866.547,137382932.5,44305828.34,19969016.46
124.076/2.9,1290862.671,6019897.191,2815705.712,932463.7679,4534526.379,1227647.889,3215086.071,4965082.114,3192092.927,3646743.778,3082154.638,699396.1322,2943657.452,5234242.548,2916055.328,2306422.566,1030270.706,3299873.672,1202185.481,1651678.161,1676271.888,3760331.787,3742036.605,1279707.899,330740.9085,3596736.86,2592014.285,2846827.489,3396329.503,1100556.154
361.201/17.8,103362.6899,454403.205,745504.9231,1310136.372,207674.6601,1021330.205,433483.2309,649538.8225,146837.6791,287859.1616,406883.0691,255637.2435,385407.3322,245962.3153,227196.7191,121330.9851,367699.7766,494522.834,585302.6489,207123.6245,351217.7844,3165639.441,526018.3773,1190073.458,721324.8701,273896.3495,2638994.226,3575119.725,298488.6078,328784.9585
263.042/3.4,197138.4656,407095.2516,331148.5522,592532.8123,394926.4603,1008260.254,246886.9162,192295.7831,285243.1223,527247.23,614822.6545,303925.1102,135805.5918,295951.6395,346705.7034,479811.9071,911338.4499,560092.8764,233566.4401,269349.5092,340089.8337,335437.2124,605594.7502,378249.9702,818831.2296,685325.7084,409023.269,453240.4706,1247804.208,445164.366
349.187/12.6,945757.6925,1561450.725,1169962.155,1246913.402,164134.1704,589116.7275,2250103.065,993558.9728,710594.7016,756763.7048,820883.9487,807632.6505,401034.2666,376827.5113,1331072.219,1536830.015,5713250.118,1562649.829,512552.7742,1740094.27,594580.5421,598135.4062,2089064.605,1401915.501,1528496.376,635984.4738,590361.1869,444534.1893,2110852.914,2510685.802
122.925/2.3,2820389.241,1928730.502,4254481.512,2364007.872,7003909.672,7224595.512,5080187.697,1212795.493,1180910.904,7972766.838,2149344.479,14027401.28,10040647.12,1103785.677,15870945.24,867023.5205,2907645.052,9992183.075,2010351.546,1551461.957,858976.8581,8452147.003,4179622.709,901729.0233,1584437.814,1733767.139,857395.2994,4205797.936,6674865.675,1129170.282
220.155/12.9,168563.4388,396579.074,670902.0292,639486.5579,238469.9421,1002782.347,1507900.451,1647321.825,165246.7717,550266.7008,2664124.897,459263.5898,1362465.626,289765.3964,302135.7391,128340.3382,785907.4791,283691.752,385018.5297,367013.9149,1285381.348,276802.8901,452380.375,436173.4044,388284.3272,565203.5911,271023.941,747540.2384,384113.0165,255895.4731
383.145/13,250278.6558,1358129.785,401857.448,1398274.07,266408.7931,1035962.296,978463.059,737777.1017,165451.6092,927114.0499,749128.2823,328312.5789,469766.3119,230690.059,376826.5544,357335.6068,2240515.729,1365137.631,747005.1507,1133941.425,745651.9968,283178.9612,613201.0467,1004521.399,1402532.449,647400.3896,402640.956,815541.8231,2626901.726,485405.3952
205.127/2.8,604637.5146,4538412.079,2894920.866,1218178.318,630292.1666,2393013.572,530284.679,2783327.435,1247561.454,836192.7077,5310711.116,3804552.255,508076.9088,4108303.188,612589.9065,4100329.472,1289280.837,2786604.875,9830024.761,4337823.952,3670310.235,1064147.438,3404271.536,4424994.774,3659632.313,3854066.75,470216.8935,21541485.02,1362847.872,2308603.57
352.103/13.7,551704.3868,813734.0348,793512.8891,2982849.38,239460.1492,1368000.606,3726265.563,1887593.252,268961.8612,1013610.225,1011676.406,705858.4346,1355347.377,618028.7027,893986.7235,358069.803,7855565.389,1228797.356,1100848.209,2922896.544,1336449.266,634750.5621,3145425.954,998810.6098,3807283.243,576645.5497,2017169.02,589075.5109,3929146.507,2119625.95
344.255/14,376428.5932,144039.5427,143392.8761,81322.43486,150876.8602,115048.5277,80435.67068,83840.88954,81908.06866,143967.4743,159835.7656,49889.20203,83428.20576,110490.6112,66600.08598,3751018.869,169366.9108,670329.9218,1040806.466,15095981.81,2637220.681,3080212.523,92684582.2,201255.4141,19627073.03,381031.9838,1191029.483,5197116.705,314831.4675,12974170.42
137.071/2.4,3926856.896,3425125.271,6394692.307,29065046.92,4587340.701,8135547.902,14537858.37,4496056.094,2152575.454,4944472.108,2097385.929,4979939.262,1391216.085,1216017.593,2263172.803,550005.9993,491367.165,5334028.381,1300838.936,1143276.366,1539074.307,454897.7699,2627134.174,2663823.352,2792600.992,1445697.833,5685322.416,7997099.73,8385842.126,1018218.516
266.122/11.5,48182218.73,112361232.3,38208864.67,152969276.9,57204064.29,171534060.3,157915054.9,171660269,32193400.43,115985451.3,61976010.01,43729778.99,87173941.55,50899533,51800536.45,74353545.37,293262157.7,107116719.8,141565523.5,135600541.7,101819590.7,78028300.03,165277712.4,73587272.4,159973748.4,106770125.7,11629975,118311011.7,163915016.9,144963581.1
315.119/11.5,640350.288,1393257.903,541290.4019,404687.4023,763555.3569,1346989.524,1777684.694,1422820.446,327255.8419,1814584.604,867497.124,486656.5426,771553.6125,680195.3628,556150.5089,1030941.177,3726272.52,1416541.448,1622100.919,1663380.629,1051399.797,2353225.499,254226.3096,748475.5143,13563366.62,1718815.737,97857.41035,1809173.422,2563924.366,1719949.422
207.106/9.5,135062.4095,294948.6834,299967.795,307183.252,228793.7539,927296.265,579533.0478,843714.2612,147168.483,476544.4505,605653.6751,198413.0892,1121156.672,181996.143,320230.3288,270774.6217,904617.2261,621515.0477,5193981.812,572539.1956,672180.6966,185462.2003,1636343.678,601284.2267,400351.1907,671650.5225,243651.8392,1602468.88,975478.8225,477925.7256
233.158/6.6,4952090.621,3965743.003,1401453.649,2472746.043,1078261.309,1656065.447,5318952.205,6085062.43,470492.5132,1129239.895,4146984.549,2047511.239,3498700.553,3766074.672,823830.8433,1044312.395,4633143.187,1240698.776,2972241.469,1864699.718,1068767.99,1585926.133,2196704.516,2326785.412,2216585.637,923460.6242,962934.6011,2782232.591,1214066.393,2516864.298
123.076/2.5,5531927.963,8607504.797,5573241.32,4731685.343,3428939.812,7666364.199,12573454.98,10787034.09,4864238.619,8303326.677,8592934.787,11061476.41,10398279.25,8266192.869,7597075.768,4247108.067,7872423.544,6676216.346,4915454.166,5627770.971,5895585.051,6118856.847,8200031.836,5206711.364,8343258.677,7342655.495,8646954.271,8979412.469,5423927.761,4773378.067
392.155/14.1,176982.7021,737523.5672,510449.5921,581355.7858,142079.166,3479925.942,1362749.487,936822.7814,290230.7357,1090400.236,2968101.242,781014.7771,1763404.877,814645.3447,306683.8999,1481035.003,2676130.363,1393228.614,2406868.364,448903.094,2741437.062,310581.207,1477538.222,573537.4004,2079192.673,3692753.555,653549.0687,2115773.58,10262524,676441.8748
446.82/11.1,189562.5122,10000,10000,4137.934367,10000,10000,10000,10000,9554.758232,10000,10000,10000,10000,10000,10000,935769.7597,9885.614383,508791.0721,332620.7571,6753973.811,397928.1478,1308119.315,33044600.78,41964.84727,5214220.567,198366.2506,331296.8896,1940363.533,58505.56362,4266851.248
247.129/7.6,1396314.377,4342711.648,1154272.419,2004597.472,1381748.111,6857538.422,4484852.469,14251143.01,889409.5838,1887264.275,3860789.562,1064645.553,1438873.546,1625205.038,1419146.725,1558077.238,5553207.359,7977667.803,2656611.782,7098152.628,8349907.947,2127769.116,11078612.2,3191000.595,10321877.83,2657511.892,2420191.238,1477534.929,29786224.89,3174567.525
468.223/16.8,595030.9193,170265.8453,10451.50989,2697380.82,185879.3392,15373.07973,271928.3161,178766.3842,215513.0573,483297.5781,50978.52392,400304.6771,1047437.628,2377591.672,332728.9612,19234.65049,1799912.879,445201.4294,2529663.211,10000,12312088.61,215050.3679,615677.7204,1286187.045,4184169.186,10000,10000,10000,7054991.634,1578007.311
462.197/18.2,3368234.241,4234030.292,923191.8163,2086417.802,1533613.737,8476509.461,8071266.598,3348785.32,1265607.398,5066190.273,12169058.93,3060138.366,3011170.231,3195590.464,2343743.887,609356.5725,7977711.586,6522460.922,7644711.066,1941980.364,11151298.05,4757909.425,5456179.701,11208139.85,2978947.299,5194642.413,2527590.921,5326633.529,23754719.12,5951641.546
265.119/11.5,338036500.4,788296856.7,273728265.5,1061423468,403941459.3,1205088562,1100569103,1187828597,225459915.8,807091767.8,441202549.1,308905847.1,613388620.3,360014570,363980995.9,524234589.3,2039296928,752733337.5,989216947.3,920156251.1,713924106,543666477.6,1123428013,516211264.7,1113316028,750252124.6,84980124.45,810341897.3,1141192909,1018450746
154.88/2.4,400345.9154,1985507.218,10000,995177.9836,1062571.425,628892.639,1793746.219,1686767.334,2136380.323,874069.5889,3059533.289,10000,1781852.921,2240610.191,292334.9043,281310.1558,1149480.468,308847.8452,28756.39294,22184.63378,77898.25733,185340.8562,906552.8018,648643.6978,1565159.308,477437.8225,3144850.553,1506114.331,46855.7889,734519.5509
94.065/2.4,3780793.016,41501889.89,11904547.19,648934.9823,39007158.18,10002488.6,20867979.08,14357736.46,32521.36985,40886.53332,489698.9569,2697546.725,81596.24367,440589.1025,276473.1937,24038.10335,10374819.04,2351587.91,1544748.913,1111483.668,2017303.368,15982300.36,9334923.87,439452.6676,1609410.545,83521.71353,30364.85252,35518.26291,251441.9565,6001497.827
297.145/12.3,293451.5926,1361416.115,820037.8419,1722116.27,918769.0451,6035940.575,13762298.5,3129551.591,287443.0682,557591.5101,2912767.95,767342.0313,1583226.152,219913.5262,300573.9465,130758.0265,952992.1363,651350.3103,820828.5246,493265.4312,727503.0149,649874.0189,1644331.661,1117483.129,1608864.18,370373.3286,679623.1533,349891.3553,961960.0452,843381.8202
153.041/3.1,346193.1365,671751.7399,1292287.219,2516537.043,614627.9299,1499944.434,329988.5056,764248.6201,1677122.379,714808.0679,1391820.245,519249.8718,451676.3554,1565778.999,1594259.79,22308.25825,747030.4772,380332.9941,290714.3216,152302.6514,1826554.471,411673.433,11672837.05,7479893.72,23038932.14,2042212.743,507642.8127,548730.3481,7579878.306,276734.036
265.122/10.5,152783.5167,258572.1429,259957.627,499969.2079,270581.8812,1164753.359,1155103.997,701363.1017,460318.9011,997475.7473,635323.3179,1265728.233,1110455.716,2857070.073,733969.6419,206032.922,3738848.455,337566.9116,1942031.031,329440.3615,3935234.786,471477.0474,473268.6739,3101801.7,1620325.441,2853287.033,315351.2114,14598792.38,1775539.183,274944.6367
290.196/16.6,248176.1809,155951.9211,558772.1942,1154730.683,396804.74,1594013.382,1832404.734,4403087.333,588609.6873,1544422.72,2313555.6,611544.8918,4502112.146,947213.6984,1026838.75,116394.5394,1906649.787,231681.4726,3264169.664,83151.86607,2190008.71,780885.7995,301163.8577,382322.8291,67727.14164,293502.2239,379814.8718,610167.9328,596367.4424,462811.7061
365.183/11.5,1071194.993,1884608.47,918648.3441,533967.5544,1192567.599,1063160.46,1869508.407,1538325.682,706109.5592,1961270.969,1134965.516,1008784.618,1143556.824,991554.5561,1081894.02,1376238.136,2790123.746,1908859.311,1427911.153,1774266.183,1670127.811,1153715.214,237613.2281,1036858.536,1920826.522,2079231.36,223040.4104,1878455.154,2092936.023,1498879.341
192.105/11,464777.7527,2705618.72,1382655.232,1540689.928,1069590.427,12094944.83,5025804.754,4405956.223,2021988.58,4065132.674,6523069.761,1659985.22,2922825.349,2028955.351,1933947.701,1739146.781,8601622.5,5431932.599,8332618.486,2590458.663,7537333.582,1937143.683,6585041.365,7314139.409,6926988.726,4571532.272,5802338.505,61698742.14,13948779.16,1496855.982
248.095/7.9,170243.4983,1823788.062,571829.326,1276895.397,508994.4332,5835893.088,3543227.876,3109520.331,636972.151,1664553.151,3642506.566,1421969.635,1979704.392,1225370.067,1203766.545,721850.1646,4238553.161,2334753.609,4008672.467,902891.4828,5468111.349,754828.2997,3565682.664,4672493.723,1961623.561,1690769.2,1424962.73,3591530.597,8937190.524,1084106.43
242.158/3.2,296226.9171,793544.2042,451644.2489,973745.7769,366269.2932,1630790.198,1400458.316,1127222.205,509774.7745,783573.0393,1722562.446,677688.8836,1257435.734,534458.4134,954035.3183,683756.2014,1382624.202,2639563.121,1177488.347,553669.5752,977519.2453,467136.6135,1430704.624,1781211.448,1910716.171,1197859.879,613427.9071,1202187.973,1892851.131,383287.3846
191.139/3.6,1810759.672,2703330.818,2894784.192,6445170.047,1488341.198,10775580.95,8533370.742,6168621.867,2452634.961,5580766.053,4399476.377,3196794.716,5811671.947,2757579.387,4214512.023,3191968.446,2021915.19,7461053.328,4754762.346,3980674.864,5776975.57,3608721.776,7322781.389,5907528.354,10134763.83,5243312.415,10409979.65,8280461.244,10133498.95,4002944.14
344.059/3.2,86299.5771,1604417.326,491123.9464,1352194.739,393535.464,773569.3176,1158741.73,2959928.867,480658.117,351938.9577,2112751.515,179771.0045,1110414.505,909901.0096,489253.4317,68458.52681,1097989.36,486243.6005,60266.6874,96990.4329,1518976.353,128698.5855,508884.5071,970814.6846,1062001.646,694052.0243,728830.5015,696280.0642,380168.1825,417487.6135
355.114/13,877567.2706,4649718.036,983797.6462,3818369.637,534831.7271,3427620.352,4046041.185,2793107.295,595016.0887,6102813.851,4545552.44,948194.612,1633311.325,1066314.898,1316502.513,1461883.37,8328893.257,3986015.539,2781315.844,4034083.651,4422084.452,1052552.49,2018260.265,3615313.549,4225137.786,3633586.608,1568544.616,2461375.893,10133614.25,2402878.059
312.192/15,1347264.341,2182208.3,3395276.919,2224985.411,2375787.919,1407249.565,13536363.18,7128757.123,377639.955,134705.9644,5474372.954,1489559.639,2158473.409,244923.4873,586233.5009,337948.5145,2686523.376,679375.058,1366654.851,2389125.771,1894651.849,1526567.392,3062604.707,489042.4557,1714584.149,974876.4293,2582633.696,377685.1081,676157.3674,866929.7882
